"","Subject","Activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyAccMag-mean()","tGravityAccMag-mean()","tBodyAccJerkMag-mean()","tBodyGyroMag-mean()","tBodyGyroJerkMag-mean()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyAccMag-mean()","fBodyBodyAccJerkMag-mean()","fBodyBodyGyroMag-mean()","fBodyBodyGyroJerkMag-mean()","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"38",7,"SITTING",-0.818739604791667,-0.6448454075625,-0.8961082609375,-0.9341298385625,-0.627982138729167,-0.558055916145833,-0.4682616238125,-0.44911075744375,-0.133618298708333,-0.0606423206166667,-0.0981430859875,-0.2680183810625,-0.528222909208333,-0.562457181753958,-0.777411880458333,-0.809227301647917,-0.607374274729167,-0.43376938965625,-0.844025875458333,-0.495520204104167,-0.628552730541667,-0.6582020528125,-0.984711212708333,-0.786654578958333,-0.510369783125,-0.434334552539583,-0.6250448975,-0.401233095595833,-0.385548872291667,-0.168118666166667,-0.827721346875,-0.308253051625,-0.497753328291667,-0.718060318445833,-0.607092640145833,-0.4242064424375,-0.493454459479167,-0.257476548333333,-0.46082720875,-0.126111054170833,-0.263106408041667,-0.09753127696875,-0.331644787385417,-0.806258995691667,-0.999817484583333,-0.86212015375,-0.462292459104167,-0.420008677833333,-0.751700594625,-0.182051729585417,-0.4520010461875,-0.7974231148125,-0.560427376895833,-0.997886515416667,-0.719868732854167,-0.41647164715625,-0.649375515072917,-0.42106135218125,-0.510194413875,-0.5528854210625,-0.348302292541667,-0.484312017979167,-0.368712052666667,-0.578577463479167,-0.0754769094166667,-0.489179196708333
"39",7,"STANDING",-0.664600528460377,-0.909521113943396,-0.998955843962264,-0.998839034339623,-0.743881754584906,-0.424233783283019,-0.491499470169811,-0.744771767075472,-0.256069896381132,-0.0300950230245283,-0.196091844224528,-0.196058012660377,-0.48377255254717,-0.691437848188679,-0.711559547981132,-0.739122926226415,-0.611560765726415,-0.495219158658491,-0.830072066509434,-0.680913999622642,-0.581137907,-0.652592395237736,-0.811933131509434,-0.6165764028,-0.295775290773585,-0.637019275849057,-0.686224372590566,-0.554470232083019,-0.233468325358491,-0.146940031443396,-0.419924353132075,-0.220904667632075,-0.383452738188679,-0.730553109335849,-0.455249018,-0.527696091320755,-0.642456830490566,-0.437038761886792,-0.452476638792453,-0.277220782622641,-0.178243560996226,-0.417463153415094,-0.530378384875472,-0.798771010630189,-0.737277623150943,-0.445162677879245,-0.671010402303774,-0.498207350188679,-0.361152021867924,-0.520139521145094,-0.347231655264151,-0.957657460566038,-0.429459832150943,-0.879174441698113,-0.736082994622641,-0.398369609150943,-0.647137774524528,-0.539800710998113,-0.179745660277358,-0.573446150554038,-0.42868563909434,-0.230674833660377,-0.255482415641509,-0.249709781439623,-0.125790717528302,-0.300627481449057
"40",7,"WALKING",-0.796341153421053,-0.977229432017544,-0.791110780052632,-0.768414917807018,-0.594587139631579,-0.465230827421053,-0.461519498926316,-0.438823670245614,-0.172532375614035,-0.13838097692807,-0.215063194614035,-0.426618022082456,-0.659948963533333,-0.731426151438596,-0.711352778940351,-0.787404164824561,-0.514354381403509,-0.519090611964912,-0.796179842526316,-0.379384979491228,-0.704191181614035,-0.924227908473684,-0.999272138245614,-0.578665702052632,-0.299246578859649,-0.682465617017544,-0.357698523262105,-0.455234067105263,-0.508463659578947,-0.390270430087719,-0.387794931007544,-0.111477474754386,-0.420349997885965,-0.529941834122807,-0.536981273052632,-0.3453132935,-0.419845827426316,-0.448795829929825,-0.592782153913579,-0.302257165508772,-0.320635715859649,-0.396397654619298,-0.579281015087719,-0.788024075947368,-0.802342767070175,-0.486338990721053,-0.454942463666667,-0.534857540298246,-0.395207689561404,-0.142776130280702,-0.382951851719298,-0.738620780087719,-0.445303641280702,-0.82967830254386,-0.410144145631579,-0.317386212298246,-0.336057322852632,-0.403782090912281,-0.532609338877193,-0.731951897175439,-0.442488405692982,-0.421890742245614,-0.282663617508772,-0.268074874975439,-0.120660452105263,-0.446170774719298
"41",7,"WALKING_DOWNSTAIRS",-0.92653517906383,-0.761133749638298,-0.664769974914894,-0.678002159446809,-0.671633662702128,-0.45224209006383,-0.474187154393617,-0.228831979089362,-0.145221797382979,-0.0782197367553192,-0.366072281382979,-0.335089361765957,-0.612417021914894,-0.91569658,-0.987210663404255,-0.999043613617021,-0.680343009510638,-0.591103058297872,-0.902369179382979,-0.269223561891489,-0.818205689957447,-0.683961489234043,-0.856985253617021,-0.378947925304255,-0.592428164255319,-0.554077362,-0.413290603042553,-0.539713632582979,-0.462953302117872,-0.170383474702128,-0.516958714702128,-0.174040330042553,-0.520335196893617,-0.736413074802128,-0.411289782553191,-0.25444112566383,-0.282269055519149,-0.348791849255319,-0.659473647553191,-0.363070665893617,-0.251832526187872,-0.344928945713851,-0.536711353829787,-0.99787420893617,-0.788373546680851,-0.689711015978723,-0.343321924851064,-0.276047110635106,-0.625138926808511,-0.129332839953191,-0.59775212212766,-0.466848191978723,-0.588676478808511,-0.748816115829787,-0.647629799787234,-0.270020204085106,-0.269154227478723,-0.501325183757447,-0.488035399580851,-0.721189863638298,-0.513496247255319,-0.841351396382979,-0.322852241361702,-0.63590412993617,-0.102647637983617,-0.810297469574468
"42",7,"WALKING_UPSTAIRS",-0.997415164705882,-0.760901511882353,-0.363656690607843,-0.416500848239216,-0.501051388745098,-0.39599618597451,-0.450461721713726,-0.445556564862745,-0.288580695260784,-0.137365798333333,-0.382387980237255,-0.576667466890196,-0.758638750392157,-0.675554125333333,-0.779470235895686,-0.882538973294118,-0.294959895882353,-0.781856565392157,-0.672261354509804,-0.462487868607843,-0.916829734588235,-0.999911614705882,-0.810805442686275,-0.235765823607843,-0.298864812607843,-0.30809552172549,-0.343442980111765,-0.382197461117647,-0.775473777980392,-0.177015714078431,-0.309091197219608,-0.0109462178156863,-0.45326646867451,-0.50194393372549,-0.42208550654902,-0.352941405686275,-0.383344188529412,-0.679226236803922,-0.65312882928451,-0.362764811034314,-0.469824708862745,-0.430941766607843,-0.579382384313725,-0.833449490156863,-0.766685039588235,-0.517469260868627,-0.61476751872549,-0.376612621639216,-0.427987515156863,-0.184493546686275,-0.573828002313725,-0.610975804,-0.487770495333333,-0.472269469621569,-0.749762147607843,-0.0975124464019608,-0.460889935568627,-0.49130921327451,-0.764071883294118,-0.685835667941176,-0.448856938470588,-0.668830358627451,-0.268270662217647,-0.46980223837451,-0.232239033960784,-0.796268717647059
"43",8,"LAYING",-0.359771947907407,-0.482852032442593,-0.464590335166667,-0.443791444428704,-0.785274748574074,-0.665780837037037,-0.645883670666667,-0.777334267962963,-0.79248924962963,-0.60364486837037,-0.421087348555556,-0.520565636962963,-0.442403972919444,-0.454704790218519,-0.359816236925926,-0.432166709481482,-0.689966956518518,-0.711450189351852,-0.486466841514815,-0.980560890925926,-0.656476831303704,-0.608645115556296,-0.251108753555556,-0.209748857444444,-0.278522033296296,-0.597720945166667,-0.922844669388889,-0.999664515740741,-0.877183551333333,-0.24154461412963,-0.133885519701852,-0.344215824137037,-0.461020474444444,-0.814809500111111,-0.698651034092593,-0.634411358296296,-0.737499187107407,-0.967955263333333,-0.744225846172222,-0.552243487259259,-0.515044636205556,-0.115579642631481,-0.250703399333333,-0.398806476703704,-0.466101400681481,-0.176286605018519,-0.361008224981481,-0.402449493451852,-0.102954535338148,-0.505814090740741,-0.511721615037037,-0.759024345388889,-0.998840357592593,-0.48231480512463,-0.60445814237037,-0.290393557851852,-0.922842052722222,-0.997971518518519,-0.866018242962963,-0.464124438888889,-0.301112607537037,-0.0966086480333333,-0.203090170409259,-0.241918804753704,-0.498720592351852,-0.123282148412222
"44",8,"SITTING",-0.479607012282609,-0.280623515,-0.632585652204348,-0.52399534694,-0.433761843891304,-0.77365920176087,-0.703062504673913,-0.883774275,-0.830439015217391,-0.660902488913043,-0.424503376986957,-0.301519333,-0.572019556543478,-0.661520068347826,-0.279998198582609,-0.466811680703696,-0.67261197538913,-0.767498755521739,-0.277563922304348,-0.819587907543478,-0.374317500547826,-0.457048063978261,-0.37805617376087,-0.0413846913043478,-0.178330415995652,-0.58016543323913,-0.8089297775,-0.641203632847826,-0.806218989934783,-0.335361555015217,-0.166580409021739,-0.44679854,-0.566352415217391,-0.431597471456522,-0.866784481043478,-0.805342975869565,-0.854717271282609,-0.945378592369565,-0.78777211826087,-0.381762454043478,-0.247757472043478,-0.228691656628261,-0.390360675869565,-0.393514962258696,-0.419581875413043,-0.289440561934783,-0.12133734458913,-0.528823150143478,-0.227055791078261,-0.491480510391304,-0.465019452395652,-0.446379777126087,-0.840629796913044,-0.49055477473913,-0.770528108586957,-0.385895910956522,-0.882660141608696,-0.721506037673913,-0.791233933152174,-0.710324184782609,-0.571166014130435,-0.314081107217391,-0.504794900934783,-0.193258522456522,-0.851454419130435,-0.236036750869565
"45",8,"STANDING",-0.658384175114815,-0.379067834814815,-0.414162849833333,-0.417053693628519,-0.563698039627778,-0.692234512481481,-0.648145244274074,-0.65581062537037,-0.503169789259259,-0.376474767740741,-0.434974174888889,-0.513315408374074,-0.684138463574074,-0.603529472592593,-0.46192244562963,-0.449015299546296,-0.81435835212963,-0.796774694740741,-0.367772456762963,-0.714905709796296,-0.666199296074074,-0.609228894912963,-0.440152853555556,-0.214648502251922,-0.0919861822222222,-0.704272638444444,-0.782260068240741,-0.963619068888889,-0.998179963703704,-0.445597614537037,-0.160501449712963,-0.462030668111111,-0.266810900407407,-0.672289408037037,-0.707061744601852,-0.694425741240741,-0.675331742759259,-0.66162539037037,-0.859409000277778,-0.505245832388889,-0.488238119955556,-0.529257437144444,-0.554096512037037,-0.545790014851852,-0.295926271462963,-0.117931515666667,-0.295264662314815,-0.281688764074074,-0.130201521085185,-0.397472750981481,-0.285468610259259,-0.519886871053704,-0.864869989462963,-0.345480197962963,-0.378574436944444,-0.549532018111111,-0.696885667648148,-0.884997902222222,-0.998151043888889,-0.835174831653704,-0.302175857618519,-0.194614302851852,-0.243416110962963,-0.17865136962963,-0.503976767185185,-0.265247591037037
"46",8,"WALKING",-0.491577254645833,-0.5077095545625,-0.533000665979167,-0.6032762331875,-0.672847472625,-0.770233434229167,-0.750702984,-0.808158805916667,-0.446022568708333,-0.2379567635625,-0.288592715672917,-0.4880118163125,-0.611517491875,-0.555527007764583,-0.176217513291667,-0.230113314729167,-0.826756908666667,-0.383074048958333,-0.593071029945833,-0.7120316265,-0.6839847048125,-0.33961789675,-0.397579785185417,-0.092921165,-0.420827255208333,-0.734933204375,-0.756032520625,-0.940514663958333,-0.675906964979167,-0.642444408375,-0.0995330867583333,-0.743141309375,-0.162223657839583,-0.639947662316667,-0.822658823229167,-0.914864010375,-0.895476901954167,-0.716216353125,-0.645862166125,-0.406601482060417,-0.454292649979167,-0.205603536682083,-0.296042803854167,-0.215632648895833,-0.400238329202083,-0.254730144741667,-0.488379949541667,-0.305475488916667,-0.236235480875,-0.482420289522917,-0.356695566895833,-0.354878398541667,-0.837213928125,-0.598239097291667,-0.6130245879375,-0.5050558500625,-0.724213670604167,-0.913223004166667,-0.679612468875,-0.626569365,-0.261856403291667,-0.1204705926625,-0.100690955558333,-0.5457114414375,-0.420435314770833,-0.215790510583333
"47",8,"WALKING_DOWNSTAIRS",-0.120486122689474,-0.485003979763158,-0.701222782631579,-0.609643236210526,-0.572141556684211,-0.937775850789474,-0.939773208947368,-0.998734152105263,-0.684297273157895,-0.483744413236842,-0.226855132,-0.381014090289474,-0.676700025789474,-0.139939143548947,-0.389810913473684,-0.491119807526316,-0.889678343421053,-0.623975593684211,-0.488607021631579,-0.999941586842105,-0.504633561473684,-0.380135757921053,-0.650576063842105,-0.199463336263158,-0.134979781449737,-0.778643011210526,-0.921467354973684,-0.746153049263158,-0.703234165921053,-0.413764048657895,-0.281923572842105,-0.721478033815789,-0.287706294581579,-0.632172454368421,-0.997164283157895,-0.977499893947368,-0.990605898157895,-0.827839924684211,-0.449775300684211,-0.28229378245,-0.274555591552632,-0.0600773067026316,-0.075269495181579,-0.4555086835,-0.618455734394737,-0.286253869310526,-0.447157886736842,-0.515787391921053,-0.181199590371053,-0.794709083684211,-0.34540113978,-0.721646335184211,-0.808980095334211,-0.406913560136842,-0.777075885926316,-0.522442212663158,-0.999919791578947,-0.705841083473684,-0.69545101518421,-0.681187286444737,-0.269998404955263,-0.190516037157895,-0.218569048631579,-0.272035063765789,-0.560256317894737,-0.118089197797368
"48",8,"WALKING_UPSTAIRS",-0.558292979030732,-0.554073715292683,-0.627916221097561,-0.694238201097561,-0.791336290951219,-0.584007742731707,-0.662682361097561,-0.970890557073171,-0.558983444780488,-0.370647578414634,-0.61066338832439,-0.245971493292683,-0.430607270780488,-0.536175993350976,-0.368081785560976,-0.503242210604878,-0.883556581463415,-0.725183324457317,-0.567058846780488,-0.998489770243902,-0.490356121978049,-0.250416825780488,-0.338136179804878,-0.388718034878049,-0.143180844243902,-0.839736266097561,-0.99956033,-0.851122778804878,-0.34792493382439,-0.189482663780488,-0.332690939819512,-0.232892625170732,-0.0553047472926829,-0.780845442926829,-0.714543600656098,-0.836894895195122,-0.891044583439024,-0.744051728048781,-0.605595141219512,-0.581388889902439,-0.263166949390244,-0.0691725303585366,-0.207499966878049,-0.501239395785366,-0.512302599536585,-0.257009502763415,-0.364518004243902,-0.583962464,-0.227469399170732,-0.708254408560976,-0.256451995585366,-0.625784041409756,-0.708891673219512,-0.728405021658537,-0.655528202043902,-0.455741912243902,-0.998542568292683,-0.756397346609756,-0.414197055609756,-0.646259429707317,-0.206668674365854,-0.0723015946829268,-0.0155100958365854,-0.224302263390244,-0.404616146731707,-0.25480037982439
"49",9,"LAYING",-0.446718026564,-0.8176693827,-0.80636522946,-0.629300710216,-0.9997928678,-0.6703262248,-0.62078285092,-0.58038985608,-0.410766493844,-0.9997731994,-0.63038185464,-0.288915221938,-0.608673978488,-0.2687191678,-0.217308422472,-0.526836135594,-0.42819875856,-0.32893979428,-0.82037322136,-0.11290617384,-0.570333685244,-0.7311532466,-0.459718961638,-0.283612765938,-0.38400896882,-0.19095773082,-0.48835189768,-0.756584799,-0.43141898876,-0.4421008371236,-0.76414379672,-0.5931249936,-0.488303415606,-0.591936075848,-0.4797854464,-0.9112240612,-0.21083563528,-0.3469513747436,-0.8019653915,-0.19308195118,-0.6793840553,-0.664963461372,-0.65949563932,-0.9933312358,-0.612582453732,-0.520125270706,-0.480438803252,-0.1791529044,-0.282338453418,-0.8282403254,-0.42266448942,-0.50684274662,-0.23635269538,-0.40972168378,-0.719303082076,-0.7209459692,-0.232084394366,-0.47552572042,-0.46794574316,-0.343712176716,-0.5866131377,-0.63420642918,-0.73122268334,-0.363878716536,-0.431528546306,-0.73602637174
"50",9,"SITTING",-0.598070000602,-0.708085568508,-0.7613929882,-0.57171332804,-0.65734042702,-0.418351136164,-0.39960815228,-0.42681526502,-0.22668164414,-0.72476291682,-0.47907399124,-0.38941147933,-0.35702239795,-0.1745545687,-0.1778996412,-0.233305037844,-0.299524576374,-0.35410944616,-0.4859268613,-0.19130203762,-0.6600460068,-0.9741842374,-0.65020684074,-0.16010291038,-0.408910517838,-0.3533107574262,-0.75414907266,-0.91152403408,-0.700402306082,-0.71206940964,-0.4200234704,-0.36300596082,-0.33369984092,-0.483809399744,-0.386849542238,-0.75592788404,-0.19815423702,-0.48927092564,-0.55456780834,-0.187235973914,-0.5512053904,-0.61430380359,-0.64801443644,-0.67142151818,-0.435003511126,-0.36108168432,-0.39174505946,-0.036108304108,-0.36054700142,-0.58268875838,-0.69225469844,-0.7024922914,-0.11931971752,-0.34922296624,-0.486442051988,-0.7956783078,-0.1915937478,-0.251381327072,-0.4685820141,-0.457206648852,-0.57783103966,-0.9063002366,-0.89972655514,-0.2669874884,-0.2501245692,-0.61578103814
"51",9,"STANDING",-0.451903845777778,-0.889503567111111,-0.995575404222222,-0.632274811466667,-0.986010211555556,-0.699861808422222,-0.449148901022222,-0.714927451333333,-0.395723669955556,-0.987586156222222,-0.562961814044444,-0.362245234991778,-0.586444472699778,-0.4673213106,-0.117824973111111,-0.368194512606667,-0.297360515488889,-0.410523465111111,-0.924086350755556,-0.180197172666667,-0.294116224506667,-0.787199701577778,-0.921051926888889,-0.102120757177778,-0.420222282777778,-0.519887687777778,-0.417729374411111,-0.880056235555556,-0.856266550977778,-0.501759996444444,-0.509420827377778,-0.749167205702222,-0.249614286504444,-0.561001583088889,-0.285654521127333,-0.692439868955556,-0.113096698648222,-0.284146789377778,-0.481059654155556,-0.0598633952,-0.371141613711111,-0.590816058422222,-0.530258092622222,-0.814814897555556,-0.763228071644444,-0.200791212755556,-0.502083503311111,-0.276031777288889,-0.371642706555556,-0.496604166788889,-0.830401642222222,-0.578517641377778,-0.276936997013333,-0.572742374977778,-0.503447865802222,-0.807255554488889,-0.273677888891111,-0.215387124888889,-0.524966307888889,-0.504781312515556,-0.359890066486667,-0.709868134111111,-0.836538455466667,-0.510174627131111,-0.444997163822222,-0.779866558888889
"52",9,"WALKING",-0.507506826826923,-0.902311189421154,-0.787958106326923,-0.756756873461538,-0.947709215730769,-0.563971073728846,-0.637311197653846,-0.472624493596154,-0.133651186019231,-0.991408337884615,-0.649977647975,-0.435667418811538,-0.392031095246154,-0.0891024576836539,-0.206715795033077,-0.443749133269231,-0.565938385173077,-0.488568315423077,-0.659311200269231,-0.198237896096154,-0.596157222596154,-0.999657824615385,-0.673662144967308,-0.355308732538462,-0.773884691730769,-0.614730623915385,-0.674716811403846,-0.962429873492308,-0.597673031730769,-0.686395547307692,-0.776733548653846,-0.670864037738461,-0.407528267944231,-0.365058246878846,-0.421157066942308,-0.808084413809615,-0.167283269973077,-0.245305185776923,-0.346873592403846,-0.182088597721154,-0.473434632788462,-0.480137099307692,-0.701870907134615,-0.860179333557692,-0.675544051838462,-0.3775011395,-0.312432336019231,-0.0821747288326923,-0.477881842828846,-0.651002241830769,-0.622689876019231,-0.321702020601923,-0.478457397803846,-0.340621393565385,-0.641108033865385,-0.986375890384615,-0.146096533221154,-0.429238796711538,-0.807041616326923,-0.268343843436538,-0.680936072538462,-0.984722104230769,-0.939834804423077,-0.595826277076923,-0.493375995203846,-0.815327506461539
"53",9,"WALKING_DOWNSTAIRS",-0.498631213471429,-0.81463560952381,-0.494669674714286,-0.753668422738095,-0.668462261666667,-0.66078573802381,-0.55970040502381,-0.414878659002143,-0.142147217238095,-0.768317036388095,-0.51360721452381,-0.435133502261905,-0.426491346407143,-0.202201513614286,-0.503546543469048,-0.263697285880952,-0.38057817747619,-0.323443377309524,-0.537417971690476,0.0825713475714286,-0.85001075052,-0.823780606580952,-0.460649905690476,-0.203118248619048,-0.561811706214286,-0.244245334119048,-0.732887405380952,-0.828143263714286,-0.423675036785714,-0.605261524214286,-0.499973715885714,-0.225030617547619,-0.667862226214286,-0.290769230142857,-0.690198148214286,-0.871176829285714,-0.284269737597619,-0.502194902928571,-0.45206444377619,-0.313574134440476,-0.781720879666667,-0.41105423775,-0.716077030952381,-0.653926425833333,-0.619645103857143,-0.625211504580952,-0.274130361383333,-0.175062685109524,-0.573150602483333,-0.921992077428571,-0.242212899166667,-0.45680585487619,-0.369485698190476,-0.503346522688095,-0.74735050052381,-0.850914346809524,-0.143427741595238,-0.411035848690476,-0.528715415841667,-0.377819689116667,-0.803391947238095,-0.87048356,-0.895455699761905,-0.417689935642857,-0.545406645095238,-0.678683942619048
"54",9,"WALKING_UPSTAIRS",-0.784030048102041,-0.976543419183673,-0.581321001673469,-0.816673335346939,-0.866453468979592,-0.519538069653061,-0.875221732020408,-0.440170517489796,-0.2705459146,-0.824947882081633,-0.520451710673469,-0.504030578667347,-0.407463376687755,-0.194205715727551,-0.445910420693878,-0.237957568397959,-0.467702245171429,-0.397267701061224,-0.452336247632653,-0.278317497265306,-0.57913158377551,-0.908177539173469,-0.721689681408163,-0.154128566695918,-0.265870071277551,-0.208127321034694,-0.631470236040816,-0.920972394897959,-0.701860108755102,-0.749143866357143,-0.440530949877551,-0.611835589914286,-0.491361881408163,-0.30081898277551,-0.648408126714286,-0.998194830408163,-0.199641913163265,-0.509819756163265,-0.48134035922449,-0.449844882453061,-0.881467195102041,-0.55414042055102,-0.956047273897959,-0.765778171632653,-0.491920027612245,-0.826304850204082,-0.56089368597551,-0.0326661004102041,-0.472968330408163,-0.835132008563265,-0.312817555918367,-0.264482255061224,-0.33041957142449,-0.456620102897959,-0.660837935306122,-0.738958978636735,-0.154650945836735,-0.398651322142857,-0.54914379154898,-0.554210453489796,-0.622664495040816,-0.709857687714286,-0.870115232163265,-0.209401100040816,-0.57439828172449,-0.973653385918367
"55",10,"LAYING",-0.776323168448276,-0.480362607711724,-0.675751143905172,-0.585362550413793,-0.452631813568966,-0.659692170413793,-0.38397669062069,-0.284910920931034,-0.571004597275862,-0.417618326241379,-0.646974479,-0.993345241551724,-0.205925010034483,-0.455281964062069,-0.464388337034483,-0.345051005758621,-0.802715678706897,-0.185441062655172,-0.517087710431035,-0.407429269160345,-0.391244955584483,-0.319666183034483,-0.694901913034483,-0.320342774062069,-0.135541640241379,-0.399641588465517,-0.516532587413793,-0.348011054408621,-0.687544427558621,-0.488971290034483,-0.177474190724138,-0.676398969431035,-0.813420287258621,-0.897998174396552,-0.636708510667241,-0.415783721482759,-0.765305164465517,-0.565862046236207,-0.173084418431034,-0.467921087551724,-0.291948189913793,-0.364779787396552,-0.700281893565517,-0.393848666884483,-0.731432829556897,-0.189934085138603,-0.201396898206897,-0.247144345810345,-0.995178088965517,-0.745266082237931,-0.191681647948276,-0.896719238793103,-0.384138517417241,-0.929623030448276,-0.505837500655172,-0.249877682987931,-0.701340009482759,-0.363143011787931,-0.0971485911017241,-0.813711455568966,-0.463168878775862,-0.165319198413793,-0.333612933637931,-0.367975831972414,-0.956273435862069,-0.5597184156
"56",10,"SITTING",-0.763951321185185,-0.540568338185185,-0.423772888055556,-0.416216449611111,-0.279385774925926,-0.832633726314815,-0.236218926111111,-0.199746311481481,-0.558098700962963,-0.319458208553704,-0.786755606309259,-0.882298647112963,-0.142365901851852,-0.455476324961111,-0.475394475962963,-0.572107076185185,-0.99862627962963,-0.400978394796296,-0.47874390912963,-0.525310829211111,-0.606973387277778,-0.342180415427778,-0.527067283,-0.289305375227778,-0.095370301037037,-0.255297932781111,-0.709004839777778,-0.3022703967,-0.484152295185185,-0.656423090481482,-0.209369687962963,-0.65273172282037,-0.994301028333333,-0.818700316305556,-0.797779205462963,-0.511621702755556,-0.761210500537037,-0.357555682462963,-0.110844677025926,-0.495567553055556,-0.334428979703704,-0.263519205407407,-0.378662466357407,-0.228802597685185,-0.736599713351852,-0.144567088240741,-0.157309039425926,-0.449666235448148,-0.848109655111111,-0.638272835740741,-0.0965879662074074,-0.740058785374074,-0.492378134814815,-0.821257937287037,-0.666455588166667,-0.335075366861111,-0.427235232666667,-0.359604112055556,-0.160216721672222,-0.871045762037037,-0.643391446796296,-0.322434433018519,-0.317727969240741,-0.471502213592593,-0.96842579987037,-0.664890532148148
"57",10,"STANDING",-0.918190387954545,-0.586498894629545,-0.517251517881818,-0.824403002954545,-0.325766880515909,-0.417973322563636,-0.491791824959091,-0.190977861295455,-0.292361113409091,-0.205541150334091,-0.385931041386364,-0.756626864986364,-0.156489365909091,-0.219331491931818,-0.438167402902273,-0.242447379293182,-0.78666979925,-0.53158202875,-0.352513160386364,-0.414974371727273,-0.792958352840909,-0.629208349181818,-0.499911711613636,-0.490602226016364,-0.224862444,-0.109431919088636,-0.907019810772727,-0.609082254359091,-0.467447967932045,-0.936630169545455,-0.134760630895455,-0.616529202143182,-0.946297793522727,-0.669190818972727,-0.692295626977273,-0.767444147318182,-0.443438937840909,-0.364555494886364,-0.203675282377273,-0.268267167590909,-0.528177165909091,-0.2539559395,-0.759935225,-0.498679037363636,-0.434449981295455,-0.365260592704545,0.00090565956818182,-0.157968067140909,-0.834687593704545,-0.444189248031818,-0.221131037552273,-0.681529685090909,-0.488157348,-0.890839034772727,-0.715793854211364,-0.427066889318182,-0.580006569204545,-0.5674845435,-0.302403404631818,-0.846551842704545,-0.851803186254545,-0.525068020059091,-0.577370674347727,-0.296848657045455,-0.655848792181818,-0.511160452727273
"58",10,"WALKING",-0.582270759924528,-0.420833510964151,-0.533487460283019,-0.747136196639623,-0.575991551983019,-0.675711851716981,-0.185493345622641,-0.411179702473585,-0.518243251377358,-0.549421870439623,-0.670515946584906,-0.768477682973585,-0.351102222258491,-0.392757261811321,-0.22525985165283,-0.327970206169811,-0.862569383396226,-0.236025458641509,-0.459358605660377,-0.736028778,-0.597366136150943,-0.410519904288679,-0.668224211283019,-0.537133682320755,-0.195291942645283,-0.215361367294585,-0.605657149245283,-0.425440960603774,-0.633433069873585,-0.626386615056604,-0.129369407226415,-0.745291431962264,-0.730690671716981,-0.636495138101887,-0.344761321907547,-0.386859640943396,-0.412226761226415,-0.211271095188679,-0.18301639754717,-0.273738817320755,-0.247765103811321,-0.524722561528302,-0.663007870150943,-0.555539221488679,-0.685669195113208,-0.147978281869811,-0.371177695139623,-0.482408864043396,-0.778809798433962,-0.507862421849057,-0.233035586028302,-0.701215641679245,-0.390916979392453,-0.994966907169811,-0.659603490754717,-0.423476262079245,-0.789779543018868,-0.602082400728302,-0.166835178264151,-0.996059523773585,-0.601625249077358,-0.221735475471698,-0.317684108226415,-0.25939806925283,-0.754517260320755,-0.581438137169811
